,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area
801, Piatnitckoe shosse ,45000,11,transport,developer,50,26,10,25,1,40,20,10
802, Rasskazovka ,70000,16,transport,developer,50,12,6,11,2,45,32,9
803,No data,28000,0,transport,developer,55,46,9,9,1,33,19,7
804, Mezhdunarodnaia ,300000,6,walk,developer,0,215,53,65,2,64,64,64
805,No data,60000,0,walk,developer,84,27,2,25,2,60,40,11
806, Vladykino ,50000,11,walk,agency,50,37,5,5,1,64,64,64
807, Bulvar Admirala Ushakova ,63000,4,walk,developer,60,49,11,17,3,64,64,64
808, Ozernaia ,50000,9,walk,owner,0,5,1,14,1,64,64,64
809, Timiriazevskaia ,70000,11,walk,developer,50,15,5,14,2,55,35,9
810, Babushkinskaia ,65000,20,walk,developer,50,21,4,16,2,57,36,9
811, Kuzminki ,50000,12,walk,developer,50,21,4,5,2,45,32,7
812, Sviblovo ,50000,7,walk,developer,50,16,11,17,1,33,18,8
813,No data,70000,0,walk,developer,50,35,3,17,3,80,58,10
814, Strogino ,40000,15,walk,developer,100,39,7,9,1,64,64,64
815,No data,70000,0,walk,developer,50,47,8,19,2,75,42,12
816, Rasskazovka ,28000,37,transport,developer,50,8,4,5,2,45,30,6
817, Govorovo ,48000,6,walk,developer,50,11,13,17,1,43,18,10
818, Olkhovaia ,30000,26,transport,developer,50,8,8,9,1,35,16,9
819, Kozhukhovskaia ,50000,8,walk,developer,50,3,8,9,2,39,28,7
820, Nagornaia ,53000,2,walk,developer,50,19,18,25,1,39,20,10
821, Babushkinskaia ,35000,12,walk,owner,0,3,8,9,1,34,18,7
822, Bulvar Rokossovskogo ,50000,9,transport,developer,50,16,15,25,1,45,22,11
823, TcSKA ,65000,7,walk,owner,0,21,11,15,1,64,64,64
824,No data,35000,0,walk,developer,0,20,12,12,1,43,20,11
825, Arbatskaia ,500000,12,walk,developer,0,15,2,4,5,200,150,16
826, Shelepikha ,95000,14,walk,developer,50,25,15,48,2,60,36,9
827, Kutuzovskaia ,151500,9,walk,agency,0,3,8,8,3,64,64,64
828, Profsoiuznaia ,70000,7,walk,developer,50,22,21,24,2,53,33,9
829,No data,32000,0,walk,developer,50,6,4,5,1,4,21,6
830, Kuntcevskaia ,140000,19,walk,developer,40,48,19,23,3,110,60,10
831, Kievskaia ,98000,11,walk,developer,0,26,6,8,3,72,47,9
832, Nekrasovka ,40000,7,walk,developer,50,25,10,17,1,38,19,9
833, Iugo-Zapadnaia ,150000,12,walk,developer,0,21,6,24,3,136,90,12
834,No data,40000,0,walk,developer,50,31,6,6,1,33,18,7
835,No data,40000,0,walk,developer,0,12,9,16,1,34,16,8
836, Bratislavskaia ,47000,19,walk,agency,0,7,15,25,1,64,64,64
837, Stakhanovskaia ,45000,12,transport,developer,50,32,22,23,1,42,21,10
838, Seligerskaia ,38000,12,walk,developer,50,37,7,9,1,19,13,3
839, Kurskaia ,70000,10,walk,developer,20,11,1,3,1,64,64,64
840, Leninskii prospekt ,70000,8,walk,owner,0,15,8,13,1,32,20,6
841, Volokolamskaia ,50000,12,walk,developer,50,43,11,25,1,40,20,10
842,No data,50000,0,walk,developer,50,18,3,8,2,42,31,7
843, Stakhanovskaia ,50000,11,walk,developer,50,2,213,31924,+,41,20,10
844, Buninskaia Alleia ,43000,23,transport,developer,50,40,6,17,1,44,22,11
845, Pervomaiskaia ,45000,8,walk,owner,0,14,5,6,1,64,64,64
846, Solntcevo ,60000,16,walk,developer,50,10,1,17,2,53,33,10
847, Izmailovskaia ,60000,11,walk,developer,50,27,10,17,2,51,33,9
848, Tulskaia ,96500,13,walk,agency,0,38,1,11,1,64,64,64
849, Kievskaia ,100000,9,walk,developer,50,24,2,7,1,64,24,33
850, Tcaritcyno ,50000,20,walk,developer,50,16,2,16,1,38,20,10
851, Nakhimovskii prospekt ,62000,19,walk,developer,50,4,3,15,3,75,56,10
852, Novokosino ,45000,15,transport,owner,0,17,3,9,2,45,30,7
853,No data,60000,0,transport,developer,50,29,9,12,2,52,33,8
854,No data,50000,0,transport,agency,70,12,9,12,2,50,32,7
855, Domodedovskaia ,40000,10,transport,agency,50,44,13,17,2,56,34,11
856, Nekrasovka ,28000,21,transport,agency,70,9,10,14,1,40,19,9
857, Bibirevo ,47000,6,walk,agency,70,12,4,12,2,54,32,8
858,No data,100000,0,walk,agency,30,16,16,23,1,55,22,15
859, Shelepikha ,50000,6,walk,agency,30,18,3,5,2,40,28,6
860, Novye Cheremushki ,35000,4,walk,agency,70,0,5,5,1,33,18,6
861, Vodnyi stadion ,35000,4,transport,agency,50,3,5,5,1,30,18,6
862, Novoperedelkino ,45000,15,walk,agency,50,15,8,17,2,54,32,9
863, Dostoevskaia ,150000,3,walk,agency,50,2,8,15,3,90,60,40
864, Prospekt Vernadskogo ,33000,9,walk,agency,100,4,2,5,1,35,19,7
865,No data,35000,0,walk,agency,50,8,5,5,1,30,18,7
866, Kolomenskaia ,40000,15,walk,agency,80,28,8,9,2,42,27,5
867, Baumanskaia ,110000,6,walk,agency,0,15,3,10,2,54,15,20
868,No data,53000,0,walk,agency,70,16,18,25,2,60,35,12
869, Seligerskaia ,42000,16,walk,agency,50,5,3,16,1,38,20,9
870,No data,35000,0,walk,agency,50,8,5,5,1,30,18,7
871, Bibirevo ,50000,13,walk,agency,80,24,10,12,3,64,64,64
872, Belorusskaia ,65000,9,walk,agency,0,13,7,9,1,64,64,64
873, Alekseevskaia ,49999,12,walk,owner,0,30,5,8,2,44,28,6
874, Fonvizinskaia ,70000,4,walk,developer,50,31,13,19,2,53,33,8
875, Bratislavskaia ,50000,11,walk,developer,0,8,3,14,2,54,32,9
876, Rizhskaia ,60000,18,walk,developer,50,9,6,10,1,39,20,9
877, Mezhdunarodnaia ,220000,2,walk,developer,0,145,36,85,2,64,64,64
878, Park kultury ,800000,9,walk,developer,0,173,1,5,6,64,64,64
879, Prospekt Mira ,60000,9,walk,developer,50,18,9,12,1,35,19,8
880, Prazhskaia ,50000,13,transport,developer,50,24,22,25,1,44,21,11
881, Iasenevo ,130000,8,walk,developer,50,24,17,23,2,64,64,64
882,No data,65000,0,walk,agency,0,6,14,19,2,64,64,64
883, Shelepikha ,105000,13,walk,developer,30,22,16,48,2,64,64,64
884, Oktiabrskoe pole ,70000,19,walk,developer,50,62,15,24,1,64,64,64
885, Novogireevo ,30000,11,walk,agency,50,15,2,5,1,64,64,64
886, Preobrazhenskaia ploshchad ,50000,10,transport,developer,50,29,9,9,1,33,18,7
887,No data,71000,0,transport,agency,0,20,8,16,1,64,64,64
888, Nekrasovka ,37000,8,walk,developer,50,18,14,17,1,38,19,8
889, Fonvizinskaia ,65000,11,walk,developer,50,54,11,17,2,58,36,10
890, Universitet ,100000,15,walk,developer,50,49,3,8,2,58,36,9
891, Preobrazhenskaia ploshchad ,45000,16,walk,developer,50,11,2,5,1,33,18,6
892, Filatov Lug ,35000,27,transport,developer,70,26,8,17,1,42,20,9
893, Dmitrovskaia ,70000,15,walk,developer,50,12,21,47,1,64,64,64
894, Prospekt Vernadskogo ,70000,18,walk,owner,0,13,1,8,2,58,48,9
895, Petrovskii park ,46000,14,walk,owner,0,11,3,5,1,38,20,7
896, Prospekt Mira ,70000,10,walk,developer,0,10,1,8,2,47,35,6
897, Smolenskaia ,70000,5,walk,developer,50,8,3,6,2,64,64,64
898, Kievskaia ,60000,14,walk,developer,50,3,2,5,3,64,64,64
899,No data,50000,0,walk,developer,50,26,3,25,1,36,19,9
900, Dinamo ,140000,8,walk,developer,0,44,3,21,2,64,64,64
901, Vladykino ,38000,11,walk,developer,50,33,3,5,1,21,13,3
902, Dinamo ,60000,14,walk,developer,50,14,9,9,1,64,64,64
903, Planernaia ,65000,23,transport,developer,50,11,7,9,2,64,64,64
904,No data,47000,0,transport,owner,0,12,2,8,2,64,64,64
905,No data,40000,0,transport,developer,50,27,10,16,1,35,19,10
906, Okskaia ,37000,10,walk,developer,60,48,1,9,1,64,64,64
907, Novogireevo ,50000,11,walk,developer,50,4,9,12,2,42,31,7
908,No data,70000,0,walk,developer,50,17,3,9,2,60,36,8
909, Okruzhnaia ,45000,11,walk,developer,30,30,4,5,1,64,64,64
910,No data,100000,0,walk,developer,50,50,3,9,3,70,34,24
911, Belomorskaia ,45000,17,walk,developer,50,16,4,12,1,33,19,7
912, Ulitca 1905 goda ,70000,10,walk,developer,50,64,3,5,1,35,19,7
913, Sviblovo ,28000,14,transport,agency,50,33,2,9,1,32,19,6
914, Belomorskaia ,45000,12,walk,developer,50,31,18,19,1,45,21,11
915,No data,150000,0,walk,owner,0,16,36,37,3,100,60,20
916, Filatov Lug ,60000,15,transport,developer,50,43,6,9,2,52,33,8
917,No data,30000,0,transport,developer,60,8,9,9,1,35,20,7
918, Buninskaia Alleia ,44000,22,transport,agency,0,17,1,3,1,64,64,64
919,No data,52000,0,transport,developer,50,35,6,9,1,64,64,64
920,No data,25000,0,transport,owner,0,4,3,7,1,64,64,64
921, Rechnoi vokzal ,60000,9,walk,developer,50,0,5,9,2,52,33,7
922, Mezhdunarodnaia ,220000,7,walk,developer,0,204,50,75,2,64,64,64
923,No data,70000,0,walk,developer,50,31,3,9,2,58,36,8
924, Preobrazhenskaia ploshchad ,65000,15,walk,developer,50,69,2,9,1,35,20,7
925, Lomonosovskii prospekt ,148000,20,walk,agency,0,32,18,19,2,64,64,64
926,No data,25000,0,walk,developer,100,10,1,2,2,50,38,8
927, Tcaritcyno ,65000,15,transport,developer,50,21,12,15,2,72,40,12
928, Novogireevo ,60000,3,transport,developer,50,4,4,9,3,60,38,7
929, Krylatskoe ,50000,3,walk,developer,50,18,7,17,1,38,19,9
930, Salarevo ,50000,9,walk,developer,50,16,7,25,2,6,35,8
931, Seligerskaia ,40000,19,transport,developer,50,11,4,17,1,40,20,10
932, Bulvar Rokossovskogo ,70000,19,walk,owner,0,3,12,24,2,54,28,12
933, Skhodnenskaia ,50000,14,walk,owner,0,12,8,17,1,40,19,8
934, Dinamo ,140000,9,walk,developer,0,143,12,19,2,65,40,10
935, Iugo-Vostochnaia ,42000,6,walk,developer,60,28,14,16,1,64,64,64
936, Voikovskaia ,50000,14,walk,developer,50,0,9,9,1,33,18,7
937, Dinamo ,130000,10,walk,developer,50,45,4,17,2,60,35,10
938, Nekrasovka ,60000,6,walk,developer,50,30,6,17,3,75,56,10
939, Bibirevo ,45000,12,transport,developer,50,10,7,16,1,36,19,9
940, Fili ,40000,5,walk,developer,0,35,1,5,1,28,16,6
941, Krasnye vorota ,150000,8,walk,developer,50,59,3,7,3,90,60,15
942, Ulitca Skobelevskaia ,60000,5,walk,developer,50,5,3,12,3,76,54,12
943, Belomorskaia ,60000,9,walk,developer,50,25,4,9,1,35,19,7
944, Lomonosovskii prospekt ,200000,8,walk,developer,0,0,3,19,5,64,64,64
945, Dmitrovskaia ,60000,2,walk,developer,50,8,9,9,2,44,36,7
946,No data,50000,0,walk,developer,50,13,2,5,1,34,18,7
947, Altufevo ,45000,12,walk,owner,0,12,3,12,+,64,64,64
948, Kakhovskaia ,50000,13,walk,developer,50,25,13,17,1,39,20,10
949, Medvedkovo ,45000,5,walk,developer,50,10,5,16,1,35,19,8
950, Serpukhovskaia ,69999,9,walk,developer,50,7,11,12,2,50,30,6
951, Nekrasovka ,40000,12,walk,developer,50,21,5,22,1,38,20,10
952, Seligerskaia ,60000,11,walk,developer,50,0,13,23,1,39,20,10
953, Solntcevo ,44000,7,walk,agency,0,14,8,15,1,64,64,64
954, Akademicheskaia ,70000,15,walk,developer,50,23,14,14,2,64,64,64
955, Nekrasovka ,50000,13,walk,developer,50,29,10,22,1,36,19,10
956, Kuzminki ,44000,13,walk,agency,0,23,1,5,1,64,64,64
957, Park kultury ,110000,12,walk,developer,50,35,6,8,2,60,35,10
958,No data,25000,0,walk,developer,40,25,9,15,1,64,64,64
959, Kuntcevskaia ,69000,7,walk,developer,50,30,9,14,1,49,23,12
960, Salarevo ,60000,13,transport,developer,50,35,11,17,3,75,60,12
961,No data,45000,0,transport,developer,50,22,11,14,1,41,20,10
962, Polianka ,110000,3,walk,developer,50,51,3,5,2,64,64,64
963,No data,30000,0,walk,developer,40,29,2,3,1,30,16,12
964, Kurskaia ,50000,12,walk,developer,0,26,1,5,1,46,22,8
965, Nakhimovskii prospekt ,45000,5,walk,developer,50,29,1,9,1,33,18,7
966, Medvedkovo ,52000,9,walk,developer,50,20,2,25,2,52,33,9
967, Begovaia ,95000,9,walk,developer,50,19,5,17,3,80,56,10
968, Novogireevo ,45000,16,walk,developer,60,21,2,9,2,64,64,64
969, Beliaevo ,40000,16,walk,developer,50,32,4,12,1,34,19,9
970,No data,53000,0,walk,developer,60,28,6,9,1,34,19,6
971, Iugo-Zapadnaia ,95000,11,walk,developer,50,39,14,16,2,78,42,14
972, Bagrationovskaia ,150000,13,walk,developer,50,25,8,18,2,57,38,13
973, Rasskazovka ,43000,14,transport,developer,50,11,9,18,1,45,21,10
974, Bulvar Rokossovskogo ,49000,7,walk,developer,50,22,3,31,1,64,64,64
975, Ulitca Gorchakova ,60000,9,walk,developer,50,37,3,10,3,75,55,10
976, Dobryninskaia ,134213,6,walk,agency,0,40,7,14,5,64,64,64
977, Kuzminki ,35000,8,walk,developer,50,6,1,5,2,7,30,6
978, Iugo-Zapadnaia ,60000,5,walk,developer,50,21,2,9,1,36,19,7
979, Altufevo ,45000,10,walk,developer,50,20,11,16,1,42,21,10
980, Ramenki ,150000,15,walk,developer,0,0,17,24,+,130,70,15
981,No data,33000,0,walk,developer,70,15,8,9,1,64,64,64
982, Novogireevo ,44000,12,transport,agency,0,30,4,12,1,64,64,64
983, Narodnoe Opolchenie ,37000,10,walk,developer,0,5,9,12,1,39,20,8
984,No data,37000,0,walk,developer,60,24,3,7,2,65,36,12
985, Planernaia ,44000,7,walk,developer,50,24,7,9,1,33,18,7
986, Krylatskoe ,50000,6,walk,developer,0,17,4,17,1,35,20,6
987, Kuntcevskaia ,50000,15,walk,developer,50,37,1,9,1,35,19,7
988, Ulitca Akademika Iangelia ,43000,16,walk,developer,50,20,9,12,1,64,64,64
989, Ulitca 1905 goda ,65000,9,walk,owner,0,4,5,14,2,60,35,10
990, Dmitrovskaia ,50000,15,walk,developer,100,21,14,47,1,64,64,64
991, Universitet ,138354,12,transport,agency,0,51,6,14,+,64,64,64
992,No data,60000,0,transport,developer,50,59,3,18,1,64,64,64
993, Otradnoe ,60000,8,walk,agency,0,20,2,9,2,64,64,64
994,No data,70000,0,walk,developer,50,12,2,14,2,49,33,8
995, Govorovo ,65000,10,walk,developer,50,4,11,25,2,69,38,12
996, Ziablikovo ,49000,9,walk,developer,0,35,2,12,2,50,31,9
997, Novoiasenevskaia ,50000,8,walk,developer,50,28,1,9,2,51,32,7
998,No data,60000,0,walk,developer,50,5,31,33,1,38,20,10
999,No data,35000,0,walk,developer,0,24,2,9,1,37,20,7
1000, Govorovo ,60000,5,walk,developer,40,36,5,26,3,64,64,64
1001, Altufevo ,44900,9,walk,developer,50,14,10,16,2,64,64,64
1002, Iugo-Zapadnaia ,58000,14,transport,developer,50,32,1,7,1,64,64,64
1003, Altufevo ,59000,9,transport,agency,0,23,11,16,3,64,64,64
1004, Fonvizinskaia ,70000,14,walk,developer,50,34,14,17,2,62,35,9
1005, Rasskazovka ,40900,12,transport,developer,60,47,17,17,1,41,20,8
1006, Barrikadnaia ,101500,10,walk,agency,0,21,4,5,2,64,64,64
1007, Delovoi tcentr ,70000,12,walk,developer,50,44,3,5,2,55,36,8
1008, Buninskaia Alleia ,47000,15,transport,developer,50,21,4,18,2,69,38,10
1009, Liublino ,50000,10,walk,developer,50,25,17,17,1,39,20,10
1010, Marino ,47000,13,walk,developer,50,23,13,14,1,45,21,10
1011, Dubrovka ,40000,4,walk,agency,100,0,12,17,1,38,21,9
1012, Altufevo ,36000,14,walk,agency,100,5,8,9,1,39,21,9
1013, Nekrasovka ,35000,16,transport,agency,100,13,12,20,2,56,34,10
1014, Narodnoe Opolchenie ,53000,13,walk,agency,100,18,24,24,2,46,31,7
1015, Studencheskaia ,65000,6,walk,agency,100,10,4,8,2,50,33,8
1016, Pervomaiskaia ,30000,8,walk,agency,100,6,5,9,1,36,16,7
1017, Nekrasovka ,50000,11,walk,agency,100,6,3,17,2,55,28,10
1018, Planernaia ,40000,11,transport,agency,80,38,3,5,2,46,35,6
1019, Paveletckaia ,38000,13,walk,agency,50,15,1,5,1,34,17,8
1020, Baumanskaia ,150000,6,walk,agency,20,25,7,12,3,95,65,10
1021, Lukhmanovskaia ,50000,3,transport,agency,0,3,13,24,1,48,20,10
1022, Vodnyi stadion ,100000,8,walk,agency,20,42,8,26,2,70,33,30
1023, Sviblovo ,35000,15,walk,agency,100,18,2,14,1,34,17,6
1024, Tverskaia ,140000,7,walk,agency,60,14,4,8,2,58,32,8
1025,No data,60000,0,walk,agency,100,126,4,5,3,53,41,6
1026, Sevastopolskaia ,70000,6,walk,agency,80,31,2,11,2,80,34,16
1027, Strogino ,60000,9,walk,agency,50,23,13,26,3,80,45,10
1028, Novokuznetckaia ,200000,11,walk,agency,50,31,2,8,2,52,26,9
1029, Liublino ,130000,13,walk,agency,60,67,7,19,3,82,54,13
1030, Shosse Entuziastov ,40000,14,transport,agency,100,7,11,12,1,36,20,10
1031,No data,50000,0,transport,agency,100,8,27,33,2,42,32,8
1032, Pervomaiskaia ,40000,14,transport,agency,100,28,10,16,2,52,33,9
1033, Akademicheskaia ,47000,16,walk,agency,50,3,1,5,1,33,20,6
1034, Alma-Atinskaia ,33000,14,walk,agency,100,16,10,14,1,40,20,8
1035,No data,33000,0,walk,agency,50,21,13,14,1,35,19,9
1036,No data,73000,0,walk,agency,40,19,8,8,2,3,51,9
1037, Olkhovaia ,38000,26,transport,agency,100,12,2,9,2,55,34,11
1038, Timiriazevskaia ,38000,8,walk,agency,100,17,5,9,1,33,19,6
1039, Tekstilshchiki ,43000,9,walk,agency,50,17,1,5,2,45,30,8
1040, Miakinino ,50000,36,transport,agency,80,26,19,24,2,45,23,6
1041,No data,60000,0,transport,agency,80,8,13,14,2,55,33,7
1042, Riazanskii prospekt ,45000,7,walk,developer,50,35,14,17,1,43,21,9
1043, Petrovskii park ,35000,6,transport,agency,100,3,5,12,1,35,17,10
1044, Tcaritcyno ,28000,9,transport,agency,100,5,2,12,1,39,20,9
1045,No data,50000,0,transport,developer,60,14,6,16,2,64,64,64
1046, Maiakovskaia ,250000,8,walk,agency,0,117,7,9,3,64,64,64
1047, Pushkinskaia ,480000,3,walk,agency,0,120,5,11,4,185,110,25
1048, Ramenki ,130000,11,walk,agency,50,96,19,21,2,64,64,64
1049, Mezhdunarodnaia ,300000,6,walk,agency,0,31,43,77,2,60,35,15
1050,No data,110000,0,walk,agency,50,15,2,20,1,37,20,10
1051, Shelepikha ,150000,21,walk,agency,0,5,7,36,3,74,42,10
1052, Shelepikha ,270000,21,walk,agency,0,2,7,36,4,140,80,15
1053, TcSKA ,130000,13,walk,agency,0,8,14,41,1,64,64,64
1054,No data,70000,0,walk,agency,0,8,3,16,2,60,35,10
1055, Ploshchad Ilicha ,67000,10,walk,developer,50,11,9,10,1,33,18,8
1056, Vodnyi stadion ,70000,9,walk,developer,50,9,6,26,2,50,30,10
1057,No data,37000,0,walk,developer,50,13,4,16,1,9,12,7
1058,No data,38000,0,walk,developer,60,29,4,12,1,64,64,64
1059, Minskaia ,139000,13,walk,developer,50,4,2,17,3,64,64,64
1060,No data,50000,0,walk,developer,50,32,4,11,2,48,32,8
1061,No data,50000,0,walk,developer,100,38,2,9,2,64,64,64
1062, Ramenki ,70000,9,walk,developer,50,23,8,17,2,52,33,9
1063, Buninskaia Alleia ,44000,20,transport,agency,0,17,15,17,2,64,64,64
1064,No data,60000,0,transport,developer,60,14,1,12,1,64,64,64
1065, Komsomolskaia ,128000,9,walk,owner,0,27,6,10,2,8,34,10
1066, Mezhdunarodnaia ,400000,6,walk,developer,0,207,25,68,3,64,64,64
1067, Bibirevo ,60000,19,walk,agency,0,17,9,17,3,64,64,64
1068,No data,43000,0,walk,developer,0,6,3,22,1,40,25,10
1069,No data,61000,0,walk,developer,50,57,9,20,2,56,36,10
1070, Kievskaia ,103500,10,walk,agency,0,49,7,12,+,64,64,64
1071, Novogireevo ,70000,10,walk,developer,50,24,4,23,2,62,36,9
1072, Seligerskaia ,60000,10,walk,developer,50,15,30,38,1,36,19,8
1073, Stakhanovskaia ,42000,18,walk,developer,0,12,5,5,2,44,29,6
1074, Shelepikha ,95000,20,walk,developer,50,0,5,5,3,75,51,8
1075,No data,60000,0,walk,developer,50,24,5,12,2,64,64,64
1076, Nekrasovka ,50000,16,walk,developer,50,12,11,15,2,70,40,11
1077,No data,72000,0,walk,developer,50,18,3,25,1,37,19,9
1078, Alekseevskaia ,50000,6,walk,developer,50,14,9,17,1,38,20,9
1079, Profsoiuznaia ,60000,10,walk,developer,50,11,1,9,2,42,31,7
1080, Ozernaia ,45000,6,walk,developer,60,11,12,18,+,64,64,64
1081,No data,48000,0,walk,developer,50,33,5,16,1,38,20,9
1082,No data,45000,0,walk,developer,50,19,4,14,1,64,64,64
1083, Shelepikha ,49000,14,walk,developer,50,18,2,48,1,43,19,10
1084, Khovrino ,60000,38,transport,agency,0,89,6,9,3,64,64,64
1085,No data,70000,0,transport,developer,50,75,8,19,2,53,33,9
1086, Novoperedelkino ,40000,21,walk,developer,50,33,17,22,1,41,20,10
1087,No data,110000,0,walk,developer,50,14,28,33,2,64,64,64
1088, Ulitca Skobelevskaia ,50000,13,walk,developer,50,23,10,33,1,41,20,10
1089, Narodnoe Opolchenie ,50000,6,walk,developer,50,7,6,9,1,35,19,7
1090, Kievskaia ,151500,6,walk,agency,0,18,3,12,1,64,64,64
1091, Avtozavodskaia ,60000,6,walk,developer,50,9,5,12,2,64,64,64
1092,No data,63000,0,walk,developer,50,19,5,17,1,38,20,10
1093, Mezhdunarodnaia ,300000,2,walk,developer,0,141,26,85,2,64,64,64
1094, Ulitca Akademika Iangelia ,34000,6,walk,developer,50,9,12,12,1,38,20,10
1095, Serpukhovskaia ,106500,7,walk,agency,0,22,7,7,3,64,64,64
1096, Narodnoe Opolchenie ,70000,16,walk,developer,50,8,4,5,2,43,31,7
1097, Pushkinskaia ,150000,7,walk,developer,0,55,5,5,2,60,30,8
1098, Oktiabrskoe pole ,38500,16,walk,agency,0,27,9,9,1,64,64,64
1099,No data,46000,0,walk,developer,50,19,7,12,1,35,19,8
1100, Sokolniki ,69999,6,walk,developer,80,13,5,7,2,70,45,12
1101, Seligerskaia ,61000,10,walk,developer,50,31,11,38,1,35,17,10
1102, VDNKh ,45000,13,walk,developer,50,3,10,14,1,35,19,9
1103, Narodnoe Opolchenie ,103000,22,walk,agency,0,27,17,18,2,64,64,64
1104, Otradnoe ,70000,13,transport,developer,50,16,5,11,2,42,31,7
1105, Medvedkovo ,50000,7,walk,owner,0,12,8,14,2,64,64,64
1106, Belomorskaia ,70000,8,walk,developer,50,20,18,26,2,53,32,9
1107, Alma-Atinskaia ,71000,4,walk,developer,60,14,12,16,3,64,64,64
1108, Serpukhovskaia ,64998,8,walk,developer,50,7,6,9,2,42,28,7
1109, Dinamo ,106500,15,walk,agency,0,23,10,15,3,64,64,64
1110,No data,66000,0,walk,developer,50,11,3,16,1,38,20,10
1111,No data,42000,0,walk,developer,50,2,4,5,1,33,18,7
1112, Skhodnenskaia ,42000,7,walk,developer,50,11,5,17,1,64,64,64
1113, Bagrationovskaia ,130000,13,walk,owner,0,7,19,28,1,64,64,64
1114, Kolomenskaia ,70000,18,transport,developer,50,13,8,17,1,64,64,64
1115, Kolomenskaia ,130000,16,transport,developer,50,41,4,17,4,102,63,10
1116, Polianka ,95000,4,walk,developer,0,5,3,15,1,45,30,10
1117, Seligerskaia ,93000,12,transport,developer,50,49,10,24,3,86,58,13
1118, Sokol ,70000,7,walk,developer,50,25,4,14,1,54,23,12
1119, Annino ,45000,2,walk,developer,50,51,5,16,1,41,19,9
1120, Okskaia ,39000,14,walk,developer,50,9,9,33,1,45,22,11
1121,No data,43000,0,walk,developer,70,12,2,15,1,51,19,15
1122, Annino ,48000,10,walk,developer,50,52,2,24,1,46,39,14
1123, Kolomenskaia ,60000,16,transport,owner,0,10,2,19,1,40,20,10
1124, Belorusskaia ,130000,17,walk,developer,0,21,2,3,2,64,64,64
1125, Olkhovaia ,60000,42,transport,developer,50,13,3,6,2,75,40,14
1126, Otradnoe ,50000,11,walk,developer,100,22,15,16,1,64,64,64
1127, Okskaia ,74000,7,walk,developer,50,71,16,17,2,57,35,10
1128, Prospekt Vernadskogo ,65000,16,walk,developer,50,19,1,7,2,58,36,9
1129, Novoperedelkino ,69999,19,walk,owner,0,25,21,25,2,65,43,8
1130, Rasskazovka ,33000,11,transport,developer,60,9,9,25,1,42,19,11
1131, Vladykino ,42000,7,walk,developer,50,55,14,16,1,21,13,4
1132, Salarevo ,52000,15,walk,developer,50,26,25,25,1,36,19,9
1133, Park Pobedy ,67000,4,walk,developer,0,2,10,12,2,55,37,10
1134, Botanicheskii sad ,60000,2,walk,developer,0,19,22,25,1,64,64,64
1135, Altufevo ,100000,9,walk,developer,50,58,17,22,3,64,64,64
1136,No data,70000,0,walk,owner,0,13,17,24,3,64,64,64
1137, Lomonosovskii prospekt ,139000,20,walk,developer,50,28,18,20,2,79,45,13
1138,No data,45000,0,walk,developer,50,10,10,18,1,36,19,9
1139, Nagornaia ,45000,14,walk,developer,50,3,4,5,1,32,18,7
1140,No data,48000,0,walk,developer,0,13,3,5,2,43,27,6
1141,No data,51000,0,walk,owner,0,17,3,9,1,64,64,64
1142, Salarevo ,50000,10,transport,developer,50,39,16,25,1,41,20,10
1143, Alekseevskaia ,130000,3,walk,agency,0,23,5,9,3,64,64,64
1144, Fonvizinskaia ,45000,12,walk,agency,50,17,8,17,1,38,18,9
1145, Fonvizinskaia ,70000,3,walk,agency,50,11,3,23,2,63,30,13
1146, Fonvizinskaia ,60000,13,walk,agency,50,17,8,17,2,54,32,9
1147, VDNKh ,140000,15,walk,agency,50,21,6,22,+,31,53,12
1148,No data,135000,0,walk,developer,0,18,11,22,3,88,50,15
1149, Avtozavodskaia ,100000,11,walk,developer,50,58,5,10,3,90,55,10
1150, Rasskazovka ,45000,13,transport,developer,50,12,6,9,1,42,21,10
1151, Seligerskaia ,62000,17,transport,developer,50,25,2,14,2,55,36,10
1152, Vodnyi stadion ,45000,14,transport,agency,60,14,3,28,1,64,64,64
1153, Babushkinskaia ,45000,16,walk,developer,50,17,14,17,1,40,20,10
1154, Novoslobodskaia ,155000,4,walk,owner,0,13,8,13,3,92,72,10
1155,No data,100000,0,walk,developer,50,32,8,12,2,65,36,10
1156,No data,62000,0,walk,developer,50,19,19,25,2,62,37,10
